id,name,phone,statut,booked,user_id,manager_id,fixe,rappel,section,ville,secteur,decisionnaire,whatsapp,email,commentaire,how_many_calls,archive,created_at,updated_at
4907,Riad Ghali,"06 61 73 77 04","0","0",2,,"0698998921",,ClientBtobInter,Marrakech ,Medina,,"0661737704",,Appelé le 13/03/2023. Boite Vocal.,6,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4908,Riad Granvilier,"05 24 39 09 70","0","0",2,,"0524390970",,ClientBtobInter,Marrakech,Medina,,,,Appelé le 13/03/2023. Client informé n'a pas un numéro whatssap.,8,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4909,riad hermes,"05 24 44 56 23","0","0",2,,,,ClientBtobInter,,,,,,"Appeler 03-05-2023
",8,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4910,Riad Jnan El Cadi,"07 02 07 03 01","0","0",2,,,,ClientBtobInter,Marrakech,Medina,,,,Boite Vocale le 10/03/2023.,6,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4911,Riad Jonan,"05 24 38 64 48","0","0",2,,"0524386448",,ClientBtobInter,Marrakech,Medina,Hassan, 0668084884,,Appelé le 13/03/2023.,7,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4912,Riad Kbour & Chou,"06 75 06 54 70","0","0",2,,,,ClientBtobInter,Marrakech ,Medina,Nicola,"0675065470",,Appelé le 09/03/2023 Contacte Mr. Karim le remplacent du Manger Mr. Nicola,8,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4913,Riad La Perle de Marrakech,"06 76 10 87 78","0","0",2,,,,ClientBtobInter,,,,,,tout informer,8,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4914,Riad Les Oliviers,"06 62 54 71 69","0","0",2,,"0524386368",,ClientBtobInter,Marrakech,Medina,Abdellah,"0662229615",,Appelé le 20/03/2023.,7,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4915,Riad Manissa,"06 33 73 59 13","0","0",2,,"0633735913",,ClientBtobInter,Marrakech,Medina,Youssef,"0633735913",,informer 05/04/23,8,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4916,Riad Mehdia,"06 76 41 07 25","0","0",2,,,,ClientBtobInter,Marrakech,Medina,Soufiane,"0770171533",,Appelé le 20/03/2023.,8,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4917,Riad Oléma & Spa,"05 24 37 82 88","0","0",2,,"05 24 37 82 88",,ClientBtobInter,Marrakech,Medina,,,,"Appeler 04-05-2023
",7,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4918,Riad shanima,"05 24 38 65 16",1,"0",2,,"0524386516",,ClientBtobInter,Marrakech,Medina,Karima,"0661318287",envoyé 18/05/2023,envoyé 18/05/2023,8,"0",2022-11-22 09:17:55,2023-05-18 09:30:46
4919,Riad Sholmes,"05 24 38 40 31","0","0",2,,"05 24 38 40 31",,ClientBtobInter,Marrakech,Medina,,"0661148448",,informer par whtsp 05/0423,9,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4920,Riad Sidi Ayoub ,"05 24 42 91 85","0","0",2,,"0524429185",,ClientBtobInter,marrakech,Medina,,"0690644030",,informer 02/03/23,7,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4921,Riad roxanne,"0666836944","0","0",2,,,,ClientBtobInter,Marrakech,Medina,Ali,"0666836944",,informer 24/03/23 .,7,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4922,Riad Thébaïde,"05 24 38 41 23","0","0",2,,"0524384123",,ClientBtobInter,Marrakech,,,,,"Appelé le 20/03/2023.
Ne répond pas.",6,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4923,Riad Yakimour,"06 62 44 16 60
   ","0","0",2,,"0524384962",,ClientBtobInter,Marrakech,Medina,,,,ligne occuppé 10/03/23,8,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4924,Riad Zaouia,"06 28 13 72 66 ","0","0",2,,"0524386934",,ClientBtobInter,Marrakech,Medina,Frederic,"06 28 13 72 66",,"Appeler 04-05-2023
",7,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4925,Savoy,"05 24 35 10 00","0","0",2,,"0524351000",,ClientBtobInter,Marrakech,Centre ville,Ismail,"0659937343",,Appelé le 13/03/2023,7,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4926,Villa Al Assala,"05 24 32 82 88","0","0",2,,"0524328288",,ClientBtobInter,Marrakech,Palmeraie,Salah,"0661178132",,informer 05/04/23,9,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4927,Villa Alouna,"06 61 44 54 88","0","0",2,,,,ClientBtobInter,Marrakech,Medina,Rabia Anouar,"0661445488",,"Informer 03-05-2023
",8,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4928,riad al kadar,"05 24 38 16 39","0","0",2,,"05 24 38 16 39",,ClientBtobInter,Marrakech,Medina,Michel,,,"Informer 04-05-2023
Client Amal",7,"0",2022-11-22 09:17:55,2023-05-12 15:42:26
4929,Abélia Riad,"07 07 77 96 03","0","0",2,,"0707779604",,ClientBtobInter,Marrakech,Medina,,"0707779604",,numero non attribué 17/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4930,Adam Park,"05 24 35 11 00","0","0",2,,"0524351100",,ClientBtobInter,Marrakech,Targa,Abdelilah,"0665260166",,"Informer 03-05-2023
",10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4931,DAR ASSIYA,"05 24 38 21 80","0","0",2,,"0524382180",,ClientBtobInter,Marrakech,Medina,Assiya,,info@darassiya.com,ps d whtsp informé pr mail 13/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
11656,Morocco Holiday Planner,"0613405439","0","0",5,,,,ProspectBtobAgence,,,,,,"Appeler 01-03-2023
",3,"0",2023-02-23 13:50:27,2023-03-17 10:00:01
4932,Dar Ayniwen,"05 24 32 96 84","0","0",2,,"05 24 32 96 84",,ClientBtobInter,Marrakech,Palmeraie,Aziz,"0661267046",,informer 19/04/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
11650,Sahara Experience Marrakech,"0661776766",1,"0",5,,"0661776766",,ClientBtobAgence,Marrakech,,Abdel,"0661776766",,Dossier envoyer 22-05-2023,7,"0",2023-02-17 10:25:47,2023-05-22 09:35:46
4934,DAR Saba,"06 64 63 27 34","0","0",2,,"0614013137",,ClientBtobInter,Marrakech,Medina,Ayoub ,"0664632734","darsaba@gmail.com	",informer 30/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4935,Dar Seven Boutique,"05 24 44 24 23","0","0",2,,"0524442423",,ClientBtobInter,Marrakech,Medina,Ahmed,"0691775388",,informer 24/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4936,,,"0","0",2,,,,ClientBtobInter,,,Lahssan-justo,,,,3,"0",2022-11-22 09:21:28,2022-12-21 13:14:45
4937,Hotel & Spa Riad Dar El Aila ,"05 24 38 59 08","0","0",2,,"0524385908",,ClientBtobInter,Marrakech ,Medina,Simo ,"0702097797",,informer le 23/02/2023,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4938,Hôtel Hivernage,"0524424100","0","0",2,,"0524424100",,ClientBtobInter,Marrakech,Medina,,,,INFORMER 21/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4939,Hotel imperial,"06 68 16 83 20",1,"0",2,,"0524447978",,ClientBtobInter,Marrakech,Centre ville,Amal,"0668168320",,Appelé le24/05/2023.,10,"0",2022-11-22 09:21:28,2023-05-24 11:14:19
4940,Hôtel Zalagh ,"05 24 36 94 04","0","0",2,,"0524369400",,ClientBtobInter,Marrakech,Centre ville,,,,informer par mail 27/02/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4942,Marrakech Ryads Parc,"06 82 73 87 10","0","0",2,,"0524334444",,ClientBtobInter,Marrakech,Palmeraie,Imane,"0682738710","","Informer 04-05-2023
",10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4943,Palais Rhoul & Spa,"05 24 32 94 94","0","0",2,,"0524329494",,ClientBtobInter,Marrakech ,Palmeraie,Khaoula,,info@palais-rhoul.com,"client informer par mail, il n'ont pas de portable pr whtsp ",10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4944,Riad & Kasbah Dar Ilham,"06 66 05 38 09","0","0",2,,"0524322907",,ClientBtobInter,Marrakech ,Palmeraie,Karim ,"0666053809",,"Appeler 03-05-2023
",8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4945,Riad 1001 Couleurs,"06 89 65 53 75",2,"0",2,,"0643871939",,ClientBtobInter,Marrakech ,Medina,Anas,,,CHANGEMENT DE NUMERO 19/05/2023,9,"0",2022-11-22 09:21:28,2023-05-19 16:14:51
4946,Riad Aderbaz,"05 24 38 36 73","0","0",2,,,,ClientBtobInter,,,,,,"Appeler 03-05-2023
",7,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4947,Riad el moussika Marrakech,"05 24 38 90 67","0","0",2,,"05 24 38 90 67",,ClientBtobInter,Marrakech,Medina,Hassan,,,"Informer 03-05-2023
",9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4948,Riad Aldiana,"06 56 86 54 51","0","0",2,,"0656865451",,ClientBtobInter,Marrakech,Medina,yves ,"0656865451",,informer 05/04/23 whtsp ,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4949,RIAD AMINA ,"05 24 38 13 63",1,"0",2,,"0524381363",,ClientBtobInter,Marrakech ,Medina,younes,"0638206244",informé 18/05/2023,informé 18/05/2023,8,"0",2022-11-22 09:21:28,2023-05-18 10:27:36
4950,Riad Amira Victoria,"06 61 16 64 20","0","0",2,, 0524375884,,ClientBtobInter,Marrakech ,Medina,,"0661166420",Copyright@riad-amira-victoria.com,receptioniste chiante 23/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4951,Riad Amra,"06 71 23 59 98","0","0",2,,"0808648451",,ClientBtobInter,Marrakech,Medina,Ali ,"0671235998",,informer 13/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4952,Riad Argan,"06 62 09 19 53","0","0",2,,"0662091953",,ClientBtobInter,Marrakech,Medina,Hakim,"0662091953",,informer 23/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4953,RIAD AUBRAC,"05 24 38 42 98","0","0",2,,"0524384298",,ClientBtobInter,Marrakech ,Medina,Kawtar ,"0613708935",,"informer 23/03/23
",8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4954,RIAD AZZAR,"06 61 15 81 79",2,"0",2,,,,ClientBtobInter,,,,,,pas interessee /a enleve de la liste ,3,"0",2022-11-22 09:21:28,2023-02-01 16:06:40
4955,Riad Bab 54,"05 24 39 18 62","0","0",2,,"0524391862",,ClientBtobInter,Marrakech,Medina,Mohammed,"0666938440",,"Informer 03-05-2023
",10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4957,RIAD BELLAAMANE,"06 66 31 94 24 ","0","0",2,,"0524384312",,ClientBtobInter,Marrakech,Medina,,"0666319424",personelleriadbellamane@gmail.com,informer 05/04/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4958,Riad Bellamane,"05 24 38 43 12","0","0",2,,"05 24 38 43 12",,ClientBtobInter,Marrakech,Medina,Hanane,"0666319424",,"Informer par Watsapp 04-05-2023
",10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4959,Riad Berenssi,"05 24 37 89 53","0","0",2,,,,ClientBtobInter,,,,,,aucune reponse 29/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4960,Riad Caesar,"05 24 42 97 98","0","0",2,,"0524429798",,ClientBtobInter,Marrakech,Medina,,,,responsable en repos rappeler demain 17/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4961,Riad Cala Medina,"06 69 46 17 44","0","0",2,,"0669461744",,ClientBtobInter,Marrakech,Medina,"","0669461744",,injoignable 23/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4962,Riad Capaldi,"05 24 39 17 93","0","0",2,,"0524391793",,ClientBtobInter,Marrakech,Medina,,,,nrp le 24/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4963,RIAD CHAFIA Boutique hôtel & Spa,"07 70 09 05 22","0","0",2,,"0770090522",,ClientBtobInter,Marrakech,Medina,Delphine,"0663167683",,nrp 06/04/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4964,Riad Charai,"05 24 38 80 80","0","0",2,,"0524388080",,ClientBtobInter,Marrakech,Medina,Abderahim,"0666856778",,informeer l 20/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4965,Riad Chi Chi Boutique Hotel,"05 24 38 98 57","0","0",2,,"0524389857",,ClientBtobInter,Marrakech ,Medina,,"0770090522",,nrp 24/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
11530,Riad Cinnamon,+44 20 7193 7357,2,"0",2,,,,ProspectBtobInter,,,,,,numero etrangere ,4,"0",2023-01-12 10:15:56,2023-05-05 15:11:30
4967,Riad Dar Eternity,"05 24 44 03 08","0","0",2,,"0524440308",,ClientBtobInter,Marrakech,Medina,Mohamed , 0774228407,,informer 05/04/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4968,RIAD DAR NAKHLA,"06 61 96 96 18","0","0",2,,"0808515642",,ClientBtobInter,Marrakech,Medina,"","0661969618",,nrp informer par whtsp 05/04/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4969,Riad Dar One Hotel Marrakech,"06 25 48 99 43","0","0",2,,"0625489943",,ClientBtobInter,Marrakech ,Medina,,"0625489943",,informer par whatsp 30/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4970,Riad Dar Palmyra,"06 62 71 94 62","0","0",2,,,,ClientBtobInter,Marrakech,Medina,Mohcine,"06 62 71 94 62",darpalmyra@gmail.com,"Informer par Watsapp 03-05-2023
",8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4971,Riad Dar Tuscia,"05 24 38 13 96","0","0",2,,"0524381396",,ClientBtobInter,Marrakech ,Medina,Naima, 0663519207,dartuscia@gmail.com,INFORMER 21/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4972,Riad El Arsat,"05 24 38 75 67","0","0",2,,"0524387567",,ClientBtobInter,Marrakech,Medina,Charles,"0661582749",contact@riadelarsat.com,informer 06/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4973,Riad El Walla & Spa,"05 24 39 02 22",1,"0",2,,"0524390222",,ClientBtobInter,Marrakech,Medina,,,,DEJA INFORMER 24/05/2023,8,"0",2022-11-22 09:21:28,2023-05-24 11:40:33
4974,Riad Hasna Espi,"05 24 38 38 73",1,"0",2,,"0524383873",,ClientBtobInter,Marrakech ,Medina,Rachida ,"0636059072",,informer le 18/05/2023,8,"0",2022-11-22 09:21:28,2023-05-18 09:46:39
4975,Riad Hikaya, 05 24 38 72 26,"0","0",2,,"0524387226",,ClientBtobInter,Marrakech ,Medina,,"0653210259",,nrp 23/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4976,Riad houma,"08 08 57 34 50","0","0",2,,,,ClientBtobInter,,,,,,Touria la responsable ne reponds ps 28/02/23 --0662628942,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4977,Riad Ifoulki,"05 24 38 56 56","0","0",2,,"0524385656",,ClientBtobInter,Marrakech,Medina,Abdesadeq,"0661423840",,informer 05/04/23.,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4978,Riad ines home ,"06 45 93 96 73","0","0",2,,"0645939673",,ClientBtobInter,Marrakech,Medina,,"0645939673",,ligne occuppé 10/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4979,Riad Infinity Sea ,"05 24 38 68 90","0","0",2,,"0524386890",,ClientBtobInter,Marrakech,Medina,,"0608468979",,informer par whtsp 05/04/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4980,Riad Jawad,"05 24 38 03 22","0","0",2,,"0524380322",,ClientBtobInter,Marrakech,Ourika,,"0700085551",,nrp 24/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4981,Riad Jemaa el-Fnaa ,"05 24 44 38 12",1,"0",2,,,,ClientBtobInter,,,,,,NRP 24/05/2023,9,"0",2022-11-22 09:21:28,2023-05-24 11:34:02
4982,Riad Karama,"06 00 01 30 13","0","0",2,,"0600013013",,ClientBtobInter,Marrakech ,Medina,Michel,"0600013013",,informer 30/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4984,Riad Karmela Princesse,"05 24 42 83 80","0","0",2,,"0524428380",,ClientBtobInter,Marrakech ,Medina,,,,informer 24/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4985,Riad kasbah 117,"0 5 24 39 07 59","0","0",2,,"0524390759",,ClientBtobInter,Marrakech ,Medina,,"0634270944",,les 2 tel etteint 24/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4986,Riad Khir Edine,"05 24 38 63 64","0","0",2,,"0524386364",,ClientBtobInter,Marrakech,Medina,Wiam,"0600007724",,informer 29/03/23,11,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4987,Riad zhor,"05 24 38 42 37","0","0",2,,"0524429140",,ClientBtobInter,Marrakech,Medina,,"0643052620",riadzhor.marrakech@gmail.com,informer le 20/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4988,"Riad La calèche, Marrakesh", 06 71 77 84 44,"0","0",2,,,,ClientBtobInter,,,,,,informer le 02/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4989,Riad La Kahana,"05 24 38 60 43",1,"0",2,,,,ClientBtobInter,,,,,,informer le 27/05/23,9,"0",2022-11-22 09:21:28,2023-05-24 10:47:03
4990,"Riad La Perle Rouge de Marrakech
","06 13 63 58 43","0","0",2,,"0524427979",,ClientBtobInter,Marrakech,Medina,Bruno,"0613635843",,informer 24/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4991,Riad La Rose D'orient ,"05 24 42 64 65","0","0",2,,"0524426465",,ClientBtobInter,Marrakech ,Medina,,,,nrp 29/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4992,Riad la source de desert ,"05 24 38 46 73","0","0",2,,"0524384673",,ClientBtobInter,Marrakech,Medina,youssef ,"0641518802",,informer 30/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4993,Riad Lakouas,"05 24 38 15 17","0","0",2,,,,ClientBtobInter,,,,,,informer le 01/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4994,Riad Lamzia /RK / HIOSSAN/ L'AZIZA/RK,"06 61 97 84 75","0","0",2,,,,ClientBtobInter,,,,,,client enerver (ca fais 20 fois que vous m appeler) 30/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4996,Riad l'Emir,"05 24 39 13 14",1,"0",2,,"0524391314",,ClientBtobInter,Marrakech,Medina,Hicham ,"0653226940",,envoyé par wtsp le 22/05/2023,8,"0",2022-11-22 09:21:28,2023-05-22 11:56:07
4997,Riad Les Ammonites,"05 24 38 62 70","0","0",2,,"0524386270",,ClientBtobInter,Marrakech,Medina,Fahd,"0665746129",,"Informer par Watsapp 03-05-2023
",11,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4998,Riad les trois palmiers  ,"05 24 37 68 54  ","0","0",2,,,,ClientBtobInter,Marrakech,Medina,Caroline, 0600-024562,,"Informer 03-05-2023
",10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
4999,Riad L'Harmattan,"05 24 39 14 14","0","0",2,,"0524391414",,ClientBtobInter,Marrakech,Medina,,,,fin d'appel ,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5000,Riad L'Heure d'Eté,"06 48 96 51 63","0","0",2,,"0524391727",,ClientBtobInter,Marrakech,Medina,,"0648965163",,numero non attribuer 05/04/2023,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5001,Riad L'Hôtel Marrakech,"06 61 48 02 99","0","0",2,,,,ClientBtobInter,,,,,,informer 29/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5002,Riad Libitibito,"06 61 44 46 09","0","0",2,,"0670410082",,ClientBtobInter,Marrakech,Medina,,"06 61 44 46 09",,nrp 23/02/23,11,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5003,Riad l'Oiseau du Paradis,"05 24 38 74 38","0","0",2,,"0524387438",,ClientBtobInter,Marrakech ,Medina,,,,informe pr mail la patronne qui gere 20/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5004,Riad L'Orchidée & Spa,"05 24 38 52 11","0","0",2,,"0524385211",,ClientBtobInter,Marrakech ,Medina,Charaf,"0664307685",,informé 23/03/23,7,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5005,Riad Mabrouk,"05 24 38 18 73","0","0",2,,"05 24 38 18 73",,ClientBtobInter,Marrakech,Medina,Nabil,"0616509541",,"Informer 03-05-2023
",8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5006,Riad Magie d'orient,"05 24 39 17 37",1,"0",2,,"0524391737",,ClientBtobInter,Marrakech,Medina,,"0666120904",,informer par whtsp 24/05/23,10,"0",2022-11-22 09:21:28,2023-05-24 11:18:08
5007,Riad Mandalay,"06 11 25 23 20","0","0",2,,"0611252320",,ClientBtobInter,Marrakech,Medina,karim,"0611252320",,informer 19/04/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5008,Riad Marana  ,"05 24 39 13 66 ","0","0",2,,"05 24 39 13 66",,ClientBtobInter,Marrakech,Medina,Nabawiya,"0677444922",,"Informer par Watsapp 03-05-2023
",8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5009,Riad Mariana,"06 50 51 71 90","0","0",2,,"0650517190",,ClientBtobInter,Marrakech,Medina,Philippe ,"0650517190",,nrp tjrs mr philippe ne veux plus etre appeler 05/04/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5010,Riad Mariana,"05 24 38 73 37","0","0",2,,"0524387337",,ClientBtobInter,Marrakech ,Medina,Phillipe,"0650517190",,client pas trop interessé 06/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5011,Riad Marrakech Vendôme,"06 00 60 86 08","0","0",2,,"06 00 60 86 08",,ClientBtobInter,Marrakech,Medina,Eric,"0600608608",,informer par whtsp 05/04/23,7,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5012,Riad Marwa Marrakech,"06 66 11 95 24",1,"0",2,,,,ClientBtobInter,,,,,,RACCROCHER AU NEZ 19/05/2023,8,"0",2022-11-22 09:21:28,2023-05-19 16:21:53
5014,Riad Matham,"05 24 37 83 73 ","0","0",2,,"0524378373",,ClientBtobInter,Marrakech,Medina,Hicham,"0615986878",,informer le 06/04/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5015,Riad Mazaya,"06 60 53 73 30","0","0",2,,"0660537330",,ClientBtobInter,Marrakech,Medina,Nathalie,"0660537330",,informer 06/04/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5016,Riad Mena & Beyond,"05 24 38 18 28","0","0",2,,"0524381828",,ClientBtobInter,Marrakech ,Medina,,,,informer 06/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5018,Riad Moonlight & Spa Marrakech,"05 24 38 63 66","0","0",2,,"0524386366",,ClientBtobInter,Marrakech,Medina,Soulaimane,"0674882404",,informer 29/03/23 .,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5019,Riad Moulay,"06 61 18 1412","0","0",2,,"0661181412",,ClientBtobInter,Marrakech,Medina,Moulay,"0661181412","riadmoulay@gmail.com	",informer 23/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5020,RIAD MOULLAOUD,"06 61 30 90 88","0","0",2,,"0524375027",,ClientBtobInter,Marrakech,Medina,"","0661309088",,informer 23/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5021,Riad Moullaoud - Riad de Charme Marrakech,"05 2437 50 27","0","0",2,,"0524375027",,ClientBtobInter,Marrakech,Medina,,"0626306133", riadmoullaoud@gmail.com,informer 24/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5022,RIAD NABILA,"05 24 38 04 21 ","0","0",2,,"0524380421",,ClientBtobInter,Marrakech,Medina,,"",,nrp 13/03/23,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5023,Riad Najda,"06 34 69 83 68",2,"0",2,,,,ClientBtobInter,,,,,,numero errone ,3,"0",2022-11-22 09:21:28,2023-01-23 10:02:51
5024,,,"0","0",2,,,,ClientBtobInter,,,,,,,3,"0",2022-11-22 09:21:28,2022-12-21 13:14:45
5025,Riad Nashira & Spa,"06 61 23 05 31","0","0",2,,"0661230531",,ClientBtobInter,Marrakech,Medina,,"0661230531",,occupe 20/03/23,9,"0",2022-11-22 09:21:28,2023-03-28 14:08:41
5026,Riad Nasreen,"05 24 38 50 16",1,"0",2,,,,ClientBtobInter,,,,"0631538336 lhabib ",,envoyé le 18/05/2023  ,8,"0",2022-11-22 09:21:28,2023-05-18 10:31:40
5027,Riad Noga,"05 24 38 52 46 ","0","0",2,,"0524385246",,ClientBtobInter,Marrakech,Medina,Simo,"0666946192",,informer 23/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5028,Riad Noir D'Ivoire,"05 24 38 09 75",2,"0",2,,,,ClientBtobInter,,,,,,anglais 17/03/23,8,"0",2022-11-22 09:21:28,2023-04-06 09:48:27
5029,Riad Nomades,"05 24 38 47 23",1,"0",2,,"0524384723",,ClientBtobInter,Marrakech,Medina,Ibtissam,"0661844584",,informer 24/05/23 ,10,"0",2022-11-22 09:21:28,2023-05-24 10:48:42
5030,Riad noussa,"05 24 38 73 64",1,"0",2,,"0524387364",,ClientBtobInter,,,,"0603994573 sihame ",,envoyer par wtsp 22/05/2023,9,"0",2022-11-22 09:21:28,2023-05-22 12:03:14
5031,Riad O2,"05 24 37 72 27","0","0",2,,"0868892851 / 0524377227",,ClientBtobInter,Marrakech ,Centre ville,,,,nrp 23/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5032,Riad Omara al Kasbah,"0774407806","0","0",2,,"0524387851",,ClientBtobInter,Marrakech,Medina,reception ils n'ont pas de conciergerie .,"0774407806",,informé 09/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5033,Riad Origines,"05 24 38 63 76","0","0",2,,"0524386376",,ClientBtobInter,Marrakech,Medina,Aziz,"0668371584",,informer whtsp 06/04/2023,10,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5034,Riad petit habibi,"06 61 19 64 07","0","0",2,,"0661196407",,ClientBtobInter,Marrakech,Medina,Abdelwafi ,"0661196407",,nrp 06/04/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5035,Riad Z,"05 24 38 16 47",2,"0",2,,,,ClientBtobInter,,,,,,definitivement fermé 28/02/23,5,"0",2022-11-22 09:21:28,2023-02-28 09:19:32
5036,Riad Palacio de las Especias ,"05 24 37 53 14","0","0",2,,"0524375314",,ClientBtobInter,Marrakech ,Medina,Noureddine ,"0697051535",,informer 27/02/23 /nrp et informer par whstp  le 29/03/23,9,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
5037,Riad Palais Azukar,"05 24 39 04 60","0","0",2,,"0524390460",,ClientBtobInter,Marrakech ,Medina,,,,nrp 24/03/23,8,"0",2022-11-22 09:21:28,2023-05-12 15:42:26
